"Fund Category","Fund Name","Scheme Name","Dividend Date","Dividend Individual/ HUF (Rs) per Unit","Dividend Others (Rs) per Unit"
"Close Ended","HDFC FMP 370D July 2008 (1)","HDFC FMP 370D July 2008 (VIII) (1) - Wholesale Plan Dividend","13 Jul, 2009","0.9444","0.8789"
"Close Ended","HDFC FMP 370D July 2008 (1)","HDFC FMP 370D July 2008 (VIII) (1) - Retail Plan Dividend","13 Jul, 2009","0.8902","0.8286"
"Close Ended","HDFC FMP 370D July 2008 (1)","HDFC FMP 370D July 2008 (VIII) (1) - Wholesale Plan Quarterly Dividend","13 Jul, 2009","0.2349","0.2187"
"Close Ended","HDFC FMP 370D July 2008 (1)","HDFC FMP 370D July 2008 (VIII) (1) - Retail Plan Quarterly Dividend","25 Mar, 2009","0.1829","0.1703"
"Close Ended","HDFC FMP 90D JUL 2008 (1)","HDFC FMP 90D July 2008 (VIII) (1) - Retail Plan Dividend","01 Oct, 2008","0.2235","0.2081"
"Close Ended","HDFC FMP 90D JUL 2008 (1)","HDFC FMP 90D July 2008 (VIII) (1) - Wholesale Plan Dividend","01 Oct, 2008","0.2235","0.2081"
"Close Ended","HDFC FMP 370D  JUN 2008 (2)","HDFC FMP 370D June 2008 (VIII) (2) - Retail Plan Dividend","02 Jul, 2009","0.8807","0.8197"
"Close Ended","HDFC FMP 370D  JUN 2008 (2)","HDFC FMP 370D June 2008 (VIII) (2) - Wholesale Plan Dividend","02 Jul, 2009","0.9179","0.8543"
"Close Ended","HDFC FMP 370D  JUN 2008 (2)","HDFC FMP 370D June 2008 (VIII) (2) - Retail Plan Quarterly Dividend","25 Mar, 2009","0.1600","0.1489"
"Close Ended","HDFC FMP JUN 90DAYS SR 3.","HDFC FMP 90D June 2008 (VIII) (3) - Retail Plan Dividend","23 Sep, 2008","0.2138","0.1990"
"Close Ended","HDFC FMP JUN 90DAYS SR 3.","HDFC FMP 90D June 2008 (VIII) (3) - Wholesale Plan Dividend","23 Sep, 2008","0.2138","0.1990"
"Close Ended","HDFC FMP 370D June 2008 (1)","HDFC FMP 370D June 2008 (VIII) (1) - Wholesale Plan Dividend","29 Jun, 2009","0.9006","0.8383"
"Close Ended","HDFC FMP 370D June 2008 (1)","HDFC FMP 370D June 2008 (VIII) (1) - Retail Plan Dividend","29 Jun, 2009","0.8694","0.8091"
"Close Ended","HDFC FMP 370D June 2008 (1)","HDFC FMP 370D June 2008 (VIII) (1) - Retail Plan Quarterly Dividend","25 Jun, 2009","0.4062","0.3781"
"Close Ended","HDFC FMP 370D June 2008 (1)","HDFC FMP 370D June 2008 (VIII) (1) - Wholesale Plan Quarterly Dividend","29 Jun, 2009","0.2807","0.2613"
"Close Ended","HDFC FMP 90D JUNE 2008 (2)","HDFC FMP 90D June 2008 (VIII) (2) - Retail Plan Dividend","15 Sep, 2008","0.2020","0.1880"
"Close Ended","HDFC FMP 90D JUNE 2008 (2)","HDFC FMP 90D June 2008 (VIII) (2) - Wholesale Plan Dividend","15 Sep, 2008","0.2020","0.1880"
"Close Ended","HDFC FMP 90D MAY 2008 (4)","HDFC FMP 90D May 2008 (VIII) (4) - Retail Plan Dividend","01 Sep, 2008","0.1922","0.1789"
"Close Ended","HDFC FMP 90D MAY 2008 (4)","HDFC FMP 90D May 2008 (VIII) (4) - Wholesale Plan Dividend","01 Sep, 2008","0.1922","0.1789"
"Close Ended","HDFC FMP 370D MAY 2008 (3)","HDFC FMP 370D May 2008 (VIII) (3) - Retail Plan Dividend","03 Jun, 2009","0.7939","0.7389"
"Close Ended","HDFC FMP 370D MAY 2008 (3)","HDFC FMP 370D May 2008 (VIII) (3) - Wholesale Plan Quarterly Dividend","03 Jun, 2009","0.6199","0.5770"
"Close Ended","HDFC FMP 370D MAY 2008 (3)","HDFC FMP 370D May 2008 (VIII) (3) - Retail Plan Quarterly Dividend","03 Jun, 2009","0.6056","0.5637"
"Close Ended","HDFC FMP 90D MAY 2008 (3)","HDFC FMP 90D May 2008 (VIII) (3) - Wholesale Plan Dividend","25 Aug, 2008","0.1911","0.1779"
"Close Ended","HDFC FMP 90D MAY 2008 (3)","HDFC FMP 90D May 2008 (VIII) (3) - Retail Plan Dividend","25 Aug, 2008","0.1911","0.1779"
"Close Ended","HDFC FMP 370D MAY 2008 (2)","HDFC FMP 370D May 2008 (VIII) (2) - Retail Plan Dividend","27 May, 2009","0.7850","0.7306"
"Close Ended","HDFC FMP 370D MAY 2008 (2)","HDFC FMP 370D May 2008 (VIII) (2) - Retail Plan Quarterly Dividend","27 May, 2009","0.4790","0.4458"
"Close Ended","HDFC FMP 90D MAY 2008 (2)","HDFC FMP 90D May 2008 (VIII) (2) - Wholesale Plan Dividend","18 Aug, 2008","0.1858","0.1729"
"Close Ended","HDFC FMP 90D MAY 2008 (2)","HDFC FMP 90D May 2008 (VIII) (2) - Retail Plan Dividend","18 Aug, 2008","0.1858","0.1729"
"Close Ended","HDFC FMP 370D MAY 2008 SR 1","HDFC FMP 370D May 2008 (VIII) - Retail Plan Dividend","19 May, 2009","0.7879","0.7333"
"Close Ended","HDFC FMP 370D MAY 2008 SR 1","HDFC FMP 370D May 2008 (VIII) - Retail Plan Quarterly Dividend","25 Mar, 2009","0.1328","0.1236"
"Close Ended","HDFC FMP 370D MAY 2008 SR 1","HDFC FMP 370D May 2008 (VIII) - Wholesale Plan Dividend","19 May, 2009","0.8189","0.7622"
"Close Ended","HDFC FMP 370D MAY 2008 SR 1","HDFC FMP 370D May 2008 (VIII) - Wholesale Plan Quarterly Dividend","19 May, 2009","0.3356","0.3123"
"Close Ended","HDFC FMP APRIL 18M SR 2 2008","HDFC FMP 18M April 2008 (VII) (2) - Retail Plan Quarterly Dividend","25 Sep, 2009","0.1626","0.1513"
"Close Ended","HDFC FMP APRIL 18M SR 2 2008","HDFC FMP 18M April 2008 (VII) (2) - Wholesale Plan Quarterly Dividend","25 Mar, 2009","0.1088","0.1013"
"Close Ended","HDFC FMP 18M APRIL 2008","HDFC FMP 18M April 2008 (VII) - Retail Plan Quarterly Dividend","25 Jun, 2009","0.2728","0.2539"
"Close Ended","HDFC FMP APRIL 181D 2008","HDFC FMP 181D April 2008 (VII) - Retail Plan Dividend","20 Oct, 2008","0.3844","0.3577"
"Close Ended","HDFC FMP APRIL 181D 2008","HDFC FMP 181D April 2008 (VII) - Wholesale Plan Dividend","20 Oct, 2008","0.3844","0.3577"
"Close Ended","HDFC Quarterly Interval Fund Plan C","HDFC Quarterly Interval Fund - Plan C Wholesale Dividend","05 Feb, 2012","0.0000","0.0000"
"Close Ended","HDFC Quarterly Interval Fund Plan C","HDFC Quarterly Interval Fund - Plan C - Retail Plan - Direct Plan - Dividend","02 Feb, 2015","0.1529","0.1418"
"Close Ended","HDFC Quarterly Interval Fund Plan C","HDFC Quarterly Interval Fund - Plan C Retail Dividend","03 Aug, 2015","0.1454","0.1347"
"Close Ended","HDFC FMP 100D March 2010","HDFC FMP 100D March 2010 (1) - Dividend - Series XIII","05 Jul, 2010","0.1301","0.1212"
"Close Ended","HDFC FMP 14M March 2010","HDFC FMP 14M March 2010 - Dividend Option","25 May, 2011","0.7433","0.6937"
"Close Ended","HDFC FMP 14M March 2010","HDFC FMP 14M March 2010 - Dividend Quarterly Option","25 Mar, 2011","0.1809","0.1686"
"Close Ended","HDFC Quarterly Interval Fund Plan A","HDFC Quarterly Interval Fund - Plan A Wholesale Dividend","16 Jun, 2014","0.0000","0.0000"
"Close Ended","HDFC Quarterly Interval Fund Plan A","HDFC Quarterly Interval Fund - Plan A Retail Dividend","14 Dec, 2015","0.1356","0.1257"
"Close Ended","HDFC Quarterly Interval Fund Plan A","HDFC Quarterly Interval Fund - Plan A - Retail Plan - Direct Plan - Dividend","14 Dec, 2015","0.1366","0.1265"
"Close Ended","HDFC Quarterly Interval Fund Plan B","HDFC Quarterly Interval Fund - Plan B Wholesale Dividend","06 Apr, 2015","0.1533","0.1421"
"Close Ended","HDFC Quarterly Interval Fund Plan B","HDFC Quarterly Interval Fund - Plan B Retail Dividend","06 Jul, 2015","0.1484","0.1374"
"Close Ended","HDFC Quarterly Interval Fund Plan B","HDFC Quarterly Interval Fund - Plan B - Retail Plan - Direct Plan - Dividend","06 Apr, 2015","0.1541","0.1428"
"Close Ended","HDFC FMP 1122D Jul 2018 (1)","HDFC FMP 1122D July 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1371","0.1269"
"Close Ended","HDFC FMP 1122D Jul 2018 (1)","HDFC FMP 1122D July 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1379","0.1277"
"Close Ended","HDFC FMP 1124D Jun 2018 (1)","HDFC FMP 1124D June 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.0945","0.0875"
"Close Ended","HDFC FMP 1124D Jun 2018 (1)","HDFC FMP 1124D June 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.0947","0.0877"
"Close Ended","HDFC FMP 1099D Jun 2018 (1)","HDFC FMP 1099D June 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1326","0.1228"
"Close Ended","HDFC FMP 1099D Jun 2018 (1)","HDFC FMP 1099D June 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1330","0.1232"
"Close Ended","HDFC FMP 1113D Jun 2018 (1)","HDFC FMP 1113D JUNE 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1351","0.1251"
"Close Ended","HDFC FMP 1113D Jun 2018 (1)","HDFC FMP 1113D JUNE 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1356","0.1256"
"Close Ended","HDFC FMP 1119D Jun 2018 (1)","HDFC FMP 1119D June 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1362","0.1262"
"Close Ended","HDFC FMP 1119D Jun 2018 (1)","HDFC FMP 1119D June 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1365","0.1264"
"Close Ended","HDFC FMP 97D May 2018 (1)","HDFC FMP 97D May 2018 (1) - Dividend Option","04 Sep, 2018","0.1452","0.1345"
"Close Ended","HDFC FMP 97D May 2018 (1)","HDFC FMP 97D May 2018 (1) - Dividend Option - Direct Plan","04 Sep, 2018","0.1471","0.1362"
"Close Ended","HDFC FMP 1134D May 2018 (1)","HDFC FMP 1134D May 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1349","0.1250"
"Close Ended","HDFC FMP 1134D May 2018 (1)","HDFC FMP 1134D May 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1355","0.1255"
"Close Ended","HDFC FMP 1146D Apr 2018 (1)","HDFC FMP 1146D April 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1151","0.1066"
"Close Ended","HDFC FMP 1146D Apr 2018 (1)","HDFC FMP 1146D April 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1202","0.1113"
"Close Ended","HDFC FMP 1434D May 2018 (1)","HDFC FMP 1434D May 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1277","0.1183"
"Close Ended","HDFC FMP 1434D May 2018 (1)","HDFC FMP 1434D May 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1319","0.1221"
"Close Ended","HDFC FMP 1181D Apr 2018 (1)","HDFC FMP 1181D April 2018 (1)-Quarterly Dividend Option","18 Mar, 2020","0.1272","0.1178"
"Close Ended","HDFC FMP 1181D Apr 2018 (1)","HDFC FMP 1181D April 2018 (1) - Quarterly Dividend Option - Direct Plan","18 Mar, 2020","0.1314","0.1217"
"Close Ended","HDFC FMP 1183D Apr 2018 (1)","HDFC FMP 1183D April 2018 (1) - Quarterly Dividend Option","18 Mar, 2020","0.1138","0.1053"
"Close Ended","HDFC FMP 1183D Apr 2018 (1)","HDFC FMP 1183D April 2018 (1) - Quarterly Div Option - Direct Plan","18 Mar, 2020","0.1179","0.1092"
"Close Ended","HDFC FMP 1133D July 2018 (1)","HDFC FMP 1133D July 2018(1) - Regular Option - Quarterly Dividend Option","18 Mar, 2020","0.1324","0.1226"
"Close Ended","HDFC FMP 1133D July 2018 (1)","HDFC FMP 1133D July 2018(1) - Direct Option - Quaterly Dividend Option","18 Mar, 2020","0.1326","0.1228"
"Close Ended","HDFC FMP 370D March 2012 (1)","CAMS","25 Sep, 2012","0.2307","0.1978"
"Close Ended","HDFC FMP 18M OCTOBER 2007","HDFC FMP 18M OCTOBER 2007 WHOLESALE PLAN NORMAL DIVIDEND OPTION","29 Apr, 2009","1.1824","1.1005"
"Close Ended","HDFC FMP 18M OCTOBER 2007","HDFC FMP 18M OCTOBER 2007 RETAIL PLAN NORMAL DIVIDEND OPTION","29 Apr, 2009","1.0941","1.0183"
"Close Ended","HDFC FMP 18M OCTOBER 2007","HDFC FMP 18M OCTOBER 2007 RETAIL PLAN QUARTERLY DIVIDEND OPTION","29 Apr, 2009","0.3809","0.3546"
"Close Ended","HDFC FMP 181D OCTOBER 2007","HDFC FMP 181D OCTOBER 2007 WHOLESALE PLAN DIVIDEND PAYOUT OPTION","15 Apr, 2008","0.3475","0.3234"
"Close Ended","HDFC FMP 181D OCTOBER 2007","HDFC FMP 181D OCTOBER 2007 RETAIL PLAN DIVIDEND PAYOUT OPTION","15 Apr, 2008","0.3400","0.3165"
"Close Ended","HDFC FMP 367D SEPTEMBER 2007 (2) ","HDFC FMP 367D SEPTEMBER 2007 (2) - RETAIL PLAN QUATERLY DIVIDEND OPTION","03 Oct, 2008","0.0198","0.0184"
"Close Ended","HDFC FMP 367D SEPTEMBER 2007 (2) ","HDFC FMP 367D SEPTEMBER 2007 (2) - RETAIL PLAN NORMAL DIVIDEND OPTION","03 Oct, 2008","0.7375","0.6864"
"Close Ended","HDFC FMP 18M OCTOBER 2006 Retail ","HDFC FMP 18M OCTOBER 2006 WP - Quarterly Dividend","28 Apr, 2008","0.4445","0.4137"
"Close Ended","HDFC FMP 18M OCTOBER 2006 Retail ","HDFC FMP 18M OCTOBER 2006 WP - Dividend","28 Apr, 2008","1.0908","1.0152"
"Close Ended","HDFC FMP 18M OCTOBER 2006 Retail ","HDFC FMP 18M OCTOBER 2006 Retail - Dividend","28 Apr, 2008","1.0426","0.9704"
"Close Ended","HDFC FMP 18M OCTOBER 2006 Retail ","HDFC FMP 18M OCTOBER 2006 Retail - Quarterly Dividend","25 Mar, 2008","0.0853","0.0793"
"Close Ended","HDFC FMP 100D September 2010 (3)","HDFC FMP 100D September 2010 (3) Dividend Option","11 Jan, 2011","0.1847","0.1722"
"Close Ended","HDFC FMP 35D October 2010 (1)","HDFC FMP 35D October 2010 (1) Dividend Option","06 Dec, 2010","0.0605","0.0564"
"Close Ended","HDFC FMP 100D September 2010 (4)","HDFC FMP 100D September 2010 (4) Dividend Option","14 Jan, 2011","0.1709","0.1593"
"Close Ended","HDFC FMP 36M October 2011 (1) ","HDFC FMP 36M October 2011 (1) - Dividend Option","25 Nov, 2014","0.0249","0.0231"
"Close Ended","HDFC FMP 36M October 2011 (1) ","HDFC FMP 36M October 2011 (1) - Quarterly Dividend Option","25 Mar, 2014","0.1706","0.1634"
"Close Ended","HDFC FMP 370D October 2012 (1)","HDFC FMP 370D October 2012 (1) Quarterly Dividend Option","25 Sep, 2013","0.1428","0.1368"
"Close Ended","HDFC FMP 403D March 2013 (1) ","HDFC FMP 403D March 2013 (1) - Direct Option - Dividend Option","28 Apr, 2014","0.7614","0.7292"
"Close Ended","HDFC FMP 403D March 2013 (1) ","HDFC FMP 403D March 2013 (1) - Direct Option - Flexi Option","28 Apr, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 403D March 2013 (1) ","HDFC FMP 403D March 2013 (1) - Regular Option - Dividend Option","28 Apr, 2014","0.7379","0.7067"
"Close Ended","HDFC FMP 403D March 2013 (1) ","HDFC FMP 403D March 2013 (1) - Regular Option - Quarterly Dividend Option","28 Apr, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 403D March 2013 (1) ","HDFC FMP 403D March 2013 (1) - Regular Option - Flexi Option","28 Apr, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 403D March 2013 (1) ","HDFC FMP 403D March 2013 (1) - Direct Option - Quarterly Dividend Option","28 Apr, 2014","0.1409","0.1349"
"Close Ended","HDFC FMP 100D September 2010 (5)","HDFC FMP 100D September 2010 (5) Dividend Option","25 Jan, 2011","0.1786","0.1664"
"Close Ended","HDFC FMP 370D October 2013 (1) ","HDFC FMP 370D October 2013 (1) - Regular Option - Quarterly Dividend Option","25 Jun, 2014","0.1849","0.1770"
"Close Ended","HDFC FMP 370D October 2011 (1) ","HDFC FMP 370D October 2011 (1) - Quarterly Dividend Option","25 Sep, 2012","0.2083","0.1785"
"Close Ended","HDFC FMP 370D October 2013 (2) ","HDFC FMP 370D October 2013 (2) - Direct Option - Quarterly Dividend Option","25 Jun, 2014","0.1883","0.1803"
"Close Ended","HDFC FMP 13M September 2011 (1)","HDFC FMP 13M September 2011 (1) Quaterly Option","25 Jun, 2012","0.2655","0.2275"
"Close Ended","HDFC FMP 24M April 2012 (1)","HDFC FMP 24M April 2012 (1) Quarterly Dividend Option","25 Mar, 2014","0.1243","0.1191"
"Close Ended","HDFC FMP 370D October 2011 (2) ","HDFC FMP 370D October 2011 (2) - Dividend Option","23 Oct, 2012","0.8509","0.7293"
"Close Ended","HDFC FMP 370D October 2011 (2) ","HDFC FMP 370D October 2011 (2) - Quarterly Dividend Option","25 Sep, 2012","0.2135","0.1830"
"Close Ended","HDFC FMP 370D October 2013 (3) ","HDFC FMP 370D October 2013 (3) - Direct Option - Quarterly Dividend Option","25 Jun, 2014","0.1882","0.1803"
"Close Ended","HDFC FMP 18M SEPTEMBER 2007 ","HDFC FMP 18M SEPTEMBER 2007 - RETAIL PLAN NORMAL DIVIDEND OPTION","08 Apr, 2009","1.1928","1.1101"
"Close Ended","HDFC FMP 18M SEPTEMBER 2007 ","HDFC FMP 18M SEPTEMBER 2007 - RETAIL PLAN QUATERLY DIVIDEND OPTION","08 Apr, 2009","0.4863","0.4526"
"Close Ended","HDFC FMP 18M SEPTEMBER 2007 ","HDFC FMP 18M SEPTEMBER 2007 - WHOLESALE PLAN QUATERLY DIVIDEND OPTION","08 Apr, 2009","0.5127","0.4772"
"Close Ended","HDFC FMP 370D October 2013 (4) ","HDFC FMP 370D October 2013 (4) - Direct Option - Quarterly Dividend Option","29 Oct, 2014","0.0579","0.0537"
"Close Ended","HDFC FMP 370D October 2013 (4) ","HDFC FMP 370D October 2013 (4) - Regular Option - Dividend Option","29 Oct, 2014","0.6597","0.6118"
"Close Ended","HDFC FMP 370D October 2013 (4) ","HDFC FMP 370D October 2013 (4) - Regular Option - Quarterly Dividend Option","25 Jun, 2014","0.1873","0.1794"
"Close Ended","HDFC FMP 366D April 2013 (1)","HDFC FMP 366D April 2013 (1)-Regular Option-Quarterly Dividend Option","26 Dec, 2013","0.3049","0.2920"
"Close Ended","HDFC FMP 366D April 2013 (1)","HDFC FMP 366D April 2013 (1)-Direct Option-Quarterly Dividend Option","25 Jun, 2013","0.1477","0.1415"
"Close Ended","HDFC DEBT FUND FOR CANCER CURE","HDFC DEBT FUND FOR CANCER CURE","10 Mar, 2014","0.3337","0.3196"
"Close Ended","HDFC FMP 370D October 2013 (5)","HDFC FMP 370D October 2013 (5)-Regular Option-Dividend Option","05 Nov, 2014","0.6532","0.6058"
"Close Ended","HDFC FMP 24M September 2011 (1) ","HDFC FMP 24M September 2011 (1) - Dividend Option","11 Oct, 2013","1.5774","1.5107"
"Close Ended","HDFC FMP 24M September 2011 (1) ","HDFC FMP 24M September 2011 (1) - Quarterly Dividend Option","25 Mar, 2013","0.2001","0.1715"
"Close Ended","HDFC FMP 371D October 2012 (1)","HDFC FMP 371D October 2012 (1) Dividend Option","05 Nov, 2013","0.6686","0.6403"
"Close Ended","HDFC FMP 371D October 2012 (1)","HDFC FMP 371D October 2012 (1) Quarterly Dividend Option","25 Jun, 2013","0.1864","0.1785"
"Close Ended","HDFC FMP 371D October 2012 (1)","HDFC FMP 371D October 2012 (1) Flexi Option","05 Nov, 2013","0.0000","0.0000"
"Close Ended","HDFC FMP 366D April 2013 (2)","HDFC FMP 366D April 2013 (2)-Regular Option-Dividend Option","23 Apr, 2014","0.6579","0.6300"
"Close Ended","HDFC FMP 366D April 2013 (2)","HDFC FMP 366D April 2013 (2)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.1714","0.1641"
"Close Ended","HDFC FMP 366D April 2013 (2)","HDFC FMP 366D April 2013 (2)-Direct Option-Dividend Option","23 Apr, 2014","0.6537","0.6260"
"Close Ended","HDFC FMP 366D April 2013 (2)","HDFC FMP 366D April 2013 (2)-Direct Option-Quarterly Dividend Option","23 Apr, 2014","0.0572","0.0548"
"Close Ended","HDFC FMP 25M September 2010 ","HDFC FMP 25M September 2010 - Quaterly Dividend  Option","25 Jun, 2012","0.2458","0.2107"
"Close Ended","HDFC FMP 372D October 2013 (1) ","HDFC FMP 372D October 2013 (1) - Direct Option - Quarterly Dividend Option","21 Oct, 2014","0.0384","0.0356"
"Close Ended","HDFC FMP 372D October 2013 (1) ","HDFC FMP 372D October 2013 (1) - Regular Option - Dividend Option","21 Oct, 2014","0.6560","0.6084"
"Close Ended","HDFC FMP 372D October 2013 (1) ","HDFC FMP 372D October 2013 (1) - Regular Option - Quarterly Dividend Option","25 Jun, 2014","0.1858","0.1779"
"Close Ended","HDFC FMP 92D October 2011 (1) ","HDFC FMP 92D October 2011 (1) - Dividend Option","04 Jan, 2012","0.1955","0.1675"
"Close Ended","HDFC FMP 92D October 2011 (2) ","HDFC FMP 92D October 2011 (2) - Dividend Option","18 Jan, 2012","0.2001","0.1715"
"Close Ended","HDFC FMP 367D SEPTEMBER 2007 ","HDFC FMP 367D SEPTEMBER 2007 - RETAIL PLAN NORMAL DIVIDEND OPTION","19 Sep, 2008","0.7507","0.6987"
"Close Ended","HDFC FMP 367D SEPTEMBER 2007 ","HDFC FMP 367D SEPTEMBER 2007 - WHOLESALE PLAN NORMAL DIVIDEND OPTION","19 Sep, 2008","0.7839","0.7296"
"Close Ended","HDFC FMP 367D SEPTEMBER 2007 ","HDFC FMP 367D SEPTEMBER 2007 - RETAIL PLAN QUATERLY DIVIDEND OPTION","25 Mar, 2008","0.1200","0.1117"
"Close Ended","HDFC FMP 367D April 2007 ","HDFC FMP 367D April 2007 - Retail Plan - Dividend Option","28 Apr, 2008","0.8743","0.8137"
"Close Ended","HDFC FMP 367D April 2007 ","HDFC FMP 367D April 2007 - Wholesale Plan - Dividend Option","28 Apr, 2008","0.9075","0.8446"
"Close Ended","HDFC FMP 367D April 2007 ","HDFC FMP 367D April 2007 - Retail Plan - Quarterly Dividend Option","25 Mar, 2008","0.1529","0.1423"
"Close Ended","HDFC FMP 372D January 2013 (3)","HDFC FMP 372D January 2013 (3) Direct Plan Dividend Option","10 Feb, 2014","0.7085","0.6786"
"Close Ended","HDFC FMP 372D January 2013 (3)","HDFC FMP 372D January 2013 (3) Quarterly Dividend Option","10 Feb, 2014","0.0833","0.0798"
"Close Ended","HDFC FMP 372D January 2013 (3)","HDFC FMP 372D January 2013 (3) Dividend Option","10 Feb, 2014","0.6955","0.6661"
"Close Ended","HDFC FMP 372D January 2013 (3)","HDFC FMP 372D January 2013 (3) Direct Plan Quarterly Dividend Option","10 Feb, 2014","0.0849","0.0813"
"Close Ended","HDFC FMP 463D January 2012 (1)","HDFC FMP 463D January 2012 (1) Dividend Option","30 Apr, 2013","1.0419","0.8878"
"Close Ended","HDFC FMP 463D January 2012 (1)","HDFC FMP 463D January 2012 (1) Quarterly Option","25 Mar, 2013","0.1683","0.1442"
"Close Ended","HDFC FMP 398D March 2013 (1)","HDFC FMP 398D March 2013 (1)-Direct Option-Quarterly Dividend Option","25 Jun, 2013","0.2266","0.2170"
"Close Ended","HDFC FMP 399D March 2012 (1)","HDFC FMP 399D March 2012 (1) Dividend Option","10 Apr, 2013","0.0000","0.0000"
"Close Ended","HDFC FMP 399D March 2012 (1)","HDFC FMP 399D March 2012 (1) Quarterly Dividend Option","22 Apr, 2013","0.2640","0.2249"
"Close Ended","HDFC FMP 846D January 2012 (1)","HDFC FMP 846D January 2012 (1) Quarterly Option","25 Mar, 2014","0.1243","0.1190"
"Close Ended","HDFC FMP 846D January 2012 (1)","HDFC FMP 846D January 2012 (1) Dividend Option","02 Jun, 2014","1.7759","1.7008"
"Close Ended","HDFC FMP 92D JANUARY 2012 (2) ","HDFC FMP 92D JANUARY 2012 (2) - DIVIDEND OPTION","19 Apr, 2012","0.2164","0.1855"
"Close Ended","HDFC FMP 400D March 2013 (1)","HDFC FMP 400D March 2013 (1)-Direct Option-Quarterly Dividend Option","25 Mar, 2014","0.1728","0.1655"
