"Fund Category","Fund Name","AmfiCode","Plan Name","NAV Date","NAV Amount"
"Close Ended","HDFC FMP 554D November 2013 (1)","125331","HDFC FMP 554D November 2013 (1) Series 28 - Regular - Flexi","03 Jan, 2017","12.9740"
"Close Ended","HDFC FMP 554D November 2013 (1)","125332","HDFC FMP 554D November 2013 (1) Series 28 - Regular - Growth","01 Jun, 2017","13.3013"
"Close Ended","HDFC FMP 554D November 2013 (1)","125333","HDFC FMP 554D November 2013 (1) Series 28 - Regular - Quarterly Dividend","03 Jan, 2017","11.1930"
"Close Ended","HDFC FMP 554D November 2013 (1)","125334","HDFC FMP 554D November 2013 (1) Series 28 - Direct - Normal Dividend","01 Jun, 2017","10.0000"
"Close Ended","HDFC FMP 554D November 2013 (1)","125335","HDFC FMP 554D November 2013 (1) Series 28 - Direct - Flexi","03 Jan, 2017","13.0633"
"Close Ended","HDFC FMP 554D November 2013 (1)","125336","HDFC FMP 554D November 2013 (1) Series 28 - Direct - Growth","01 Jun, 2017","13.3984"
"Close Ended","HDFC FMP 371D November 2013 (1)","125326","HDFC FMP 371D November 2013 (1)-Regular Option-Flexi Option","04 Dec, 2013","10.0000"
"Close Ended","HDFC FMP 371D November 2013 (1)","125328","HDFC FMP 371D November 2013 (1)-Regular Option-Quarterly Dividend Option","13 Jan, 2014","10.1436"
"Close Ended","HDFC FMP 371D November 2013 (1)","125321","HDFC FMP 371D November 2013 (1) Series 28 - Direct - Normal Dividend","22 Feb, 2016","11.0942"
"Close Ended","HDFC FMP 371D November 2013 (1)","125322","HDFC FMP 371D November 2013 (1) Series 28 - Direct - Flexi","08 Nov, 2016","12.8243"
"Close Ended","HDFC FMP 371D November 2013 (1)","125323","HDFC FMP 371D November 2013 (1) Series 28 - Direct - Growth","22 Feb, 2016","12.0943"
"Close Ended","HDFC FMP 371D November 2013 (1)","125324","HDFC FMP 371D November 2013 (1) Series 28 - Direct - Quarterly Dividend","08 Nov, 2016","10.0778"
"Close Ended","HDFC FMP 371D November 2013 (1)","125325","HDFC FMP 371D November 2013 (1) Series 28 - Regular - Normal Dividend","22 Feb, 2016","11.0804"
"Close Ended","HDFC FMP 371D November 2013 (1)","125327","HDFC FMP 371D November 2013 (1) Series 28 - Regular - Growth","08 Nov, 2016","12.7924"
"Close Ended","HDFC FMP 370D October 2013 (5)","125231","HDFC FMP 370D October 2013 (5) Series 28 - Regular - Growth","23 Feb, 2016","12.1197"
"Close Ended","HDFC FMP 370D October 2013 (5)","125232","HDFC FMP 370D October 2013 (5) Series 28 - Regular - Quarterly Dividend","08 Nov, 2016","10.0000"
"Close Ended","HDFC FMP 370D October 2013 (5)","125233","HDFC FMP 370D October 2013 (5) Series 28 - Direct - Growth","23 Feb, 2016","12.1415"
"Close Ended","HDFC FMP 370D October 2013 (5)","125234","HDFC FMP 370D October 2013 (5) Series 28 - Direct - Normal Dividend","08 Nov, 2016","10.0000"
"Close Ended","HDFC FMP 370D OCTOBER 2013 (4)","125145","HDFC FMP 370D October 2013 (4) Series 28 - Regular - Flexi","23 Feb, 2016","12.1800"
"Close Ended","HDFC FMP 370D OCTOBER 2013 (4)","125146","HDFC FMP 370D October 2013 (4) Series 28 - Regular - Growth","08 Nov, 2016","12.9087"
"Close Ended","HDFC FMP 370D OCTOBER 2013 (4)","125148","HDFC FMP 370D October 2013 (4) Series 28 - Direct - Growth","23 Feb, 2016","12.2021"
"Close Ended","HDFC FMP 370D OCTOBER 2013 (4)","125149","HDFC FMP 370D October 2013 (4) Series 28 - Direct - Normal Dividend","08 Nov, 2016","10.0000"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr I- 36M Oct 13","125035","HDFC CPO 36M October 2013 - Series I - Regular - Growth","23 Feb, 2016","11.8021"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr I- 36M Oct 13","125036","HDFC CPO 36M October 2013 - Series I - Regular - Normal Dividend Payout","08 Nov, 2016","10.0015"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr I- 36M Oct 13","125037","HDFC CPO 36M October 2013 - Series I - Direct - Growth","23 Feb, 2016","11.9388"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr I- 36M Oct 13","125038","HDFC CPO 36M October 2013 - Series I - Direct - Normal Dividend Payout","08 Nov, 2016","10.0021"
"Close Ended","HDFC FMP 370D October 2013 (3)","125027","HDFC FMP 370D October 2013 (3) Series 28 - Direct - Normal Dividend","08 Nov, 2016","10.0000"
"Close Ended","HDFC FMP 370D October 2013 (3)","125029","HDFC FMP 370D October 2013 (3) Series 28 - Direct - Growth","23 Feb, 2016","12.2248"
"Close Ended","HDFC FMP 370D October 2013 (3)","125031","HDFC FMP 370D October 2013 (3) Series 28 - Regular - Normal Dividend","08 Nov, 2016","10.0000"
"Close Ended","HDFC FMP 370D October 2013 (3)","125033","HDFC FMP 370D October 2013 (3) Series 28 - Regular - Growth","23 Feb, 2016","12.2017"
"Close Ended","HDFC FMP 370D October 2013 (3)","125034","HDFC FMP 370D October 2013 (3) Series 28 - Regular - Quarterly Dividend","08 Nov, 2016","10.0000"
"Close Ended","HDFC FMP 737D OCTOBER 2013 (1)","125003","HDFC FMP 737D October 2013 (1) Series 28 - Regular - Quarterly Dividend","31 Jul, 2015","10.1201"
"Close Ended","HDFC FMP 737D OCTOBER 2013 (1)","125002","HDFC FMP 737D October 2013 (1) Series 28 - Regular - Growth","25 Oct, 2016","12.7534"
"Close Ended","HDFC FMP 737D OCTOBER 2013 (1)","125004","HDFC FMP 737D October 2013 (1) Series 28 - Direct - Growth","22 Feb, 2016","12.1968"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","124981","HDFC FMP 572D October 2013 (1) Series 28 - Direct - Normal Dividend","03 Jan, 2017","11.4443"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","124982","HDFC FMP 572D October 2013 (1) Series 28 - Direct - Quarterly Dividend","01 Jun, 2017","10.0000"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","124983","HDFC FMP 572D October 2013 (1) Series 28 - Regular - Normal Dividend","03 Jan, 2017","11.4257"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","124984","HDFC FMP 572D October 2013 (1) Series 28 - Regular - Flexi","01 Jun, 2017","13.3762"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","124985","HDFC FMP 572D October 2013 (1) Series 28 - Regular - Growth","03 Jan, 2017","13.0469"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","124986","HDFC FMP 572D October 2013 (1) Series 28 - Regular - Quarterly Dividend","01 Jun, 2017","10.0000"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","124987","HDFC FMP 572D October 2013 (1) Series 28 - Direct - Flexi","03 Jan, 2017","13.1505"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","124988","HDFC FMP 572D October 2013 (1) Series 28 - Direct - Growth","01 Jun, 2017","13.4879"
"Close Ended","HDFC FMP 372D October 2013 (1)","124963","HDFC FMP 372D October 2013 (1) Series 28 - Direct - Normal Dividend","25 Oct, 2016","11.8496"
"Close Ended","HDFC FMP 372D October 2013 (1)","124965","HDFC FMP 372D October 2013 (1) Series 28 - Regular - Flexi","22 Feb, 2016","12.2109"
"Close Ended","HDFC FMP 372D October 2013 (1)","124966","HDFC FMP 372D October 2013 (1) Series 28 - Regular - Growth","25 Oct, 2016","12.8942"
"Close Ended","HDFC FMP 372D October 2013 (1)","124968","HDFC FMP 372D October 2013 (1) Series 28 - Direct - Growth","22 Feb, 2016","12.2334"
"Close Ended","HDFC FMP 370D October 2013 (2)","124878","HDFC FMP 370D October 2013 (2) Series 28 - Direct - Growth","23 Feb, 2016","12.2562"
"Close Ended","HDFC FMP 370D October 2013 (2)","124879","HDFC FMP 370D October 2013 (2) Series 28 - Regular - Normal Dividend","30 Sep, 2016","11.8089"
"Close Ended","HDFC FMP 370D October 2013 (2)","124880","HDFC FMP 370D October 2013 (2) Series 28 - Regular - Flexi","23 Feb, 2016","12.2333"
"Close Ended","HDFC FMP 370D October 2013 (2)","124881","HDFC FMP 370D October 2013 (2) Series 28 - Direct - Normal Dividend","30 Sep, 2016","11.8348"
"Close Ended","HDFC FMP 370D October 2013 (2)","124884","HDFC FMP 370D October 2013 (2) Series 28 - Regular - Growth","23 Feb, 2016","12.2333"
"Close Ended","HDFC FMP 370D October 2013 (1)","124770","HDFC FMP 370D October 2013 (1) Series 28 - Regular - Growth","23 Feb, 2016","12.3318"
"Close Ended","HDFC FMP 370D October 2013 (1)","124771","HDFC FMP 370D October 2013 (1) Series 28 - Regular - Normal Dividend","30 Sep, 2016","11.8425"
"Close Ended","HDFC FMP 370D October 2013 (1)","124773","HDFC FMP 370D October 2013 (1) Series 28 - Regular - Flexi","23 Feb, 2016","12.3318"
"Close Ended","HDFC FMP 370D October 2013 (1)","124774","HDFC FMP 370D October 2013 (1) Series 28 - Direct - Growth","30 Sep, 2016","13.0029"
"Close Ended","HDFC FMP 370D October 2013 (1)","124776","HDFC FMP 370D October 2013 (1) Series 28 - Direct - Quarterly Dividend","23 Feb, 2016","10.1254"
"Close Ended","HDFC FMP 370D October 2013 (1)","124777","HDFC FMP 370D October 2013 (1) Series 28 - Direct - Normal Dividend","30 Sep, 2016","11.8659"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","124544","HDFC FMP 742D September 2013 (1)-Regular Option-Flexi Option","03 Dec, 2013","10.0000"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","124539","HDFC FMP 742D September 2013 (1) Series 28 - Regular - Quarterly Dividend","11 Jun, 2015","10.3086"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","124541","HDFC FMP 742D September 2013 (1) Series 28 - Regular - Normal Dividend","11 Jun, 2015","11.7305"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","124543","HDFC FMP 742D September 2013 (1) Series 28 - Direct - Quarterly Dividend","11 Jun, 2015","10.3141"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","124546","HDFC FMP 742D September 2013 (1) Series 28 - Direct - Flexi","11 Jun, 2015","11.7804"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","124540","HDFC FMP 742D September 2013 (1) Series 28 - Direct - Growth","30 Sep, 2016","12.9757"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","124542","HDFC FMP 742D September 2013 (1) Series 28 - Direct - Normal Dividend","22 Feb, 2016","10.2333"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","124545","HDFC FMP 742D September 2013 (1) Series 28 - Regular - Growth","30 Sep, 2016","12.8978"
"Close Ended","HDFC FMP 370D September 2013 (4)","124511","HDFC FMP 370D September 2013 (4)-Direct Option-Dividend Option","19 Nov, 2013","10.0000"
"Close Ended","HDFC FMP 370D September 2013 (4)","124513","HDFC FMP 370D September 2013 (4)-Regular Option-Flexi Option","19 Nov, 2013","10.0000"
"Close Ended","HDFC FMP 370D September 2013 (4)","124514","HDFC FMP 370D September 2013 (4)-Direct Option-Flexi Option","16 Sep, 2014","10.9997"
"Close Ended","HDFC FMP 370D September 2013 (4)","124516","HDFC FMP 370D September 2013 (4)-Direct Option-Quarterly Dividend Option","16 Sep, 2014","10.2141"
"Close Ended","HDFC FMP 370D September 2013 (4)","124518","HDFC FMP 370D September 2013 (4)-Regular Option-Quarterly Dividend Option","16 Sep, 2014","10.2116"
"Close Ended","HDFC FMP 370D September 2013 (4)","124512","HDFC FMP 370D September 2013 (4) Series 28 - Regular - Normal Dividend","23 Feb, 2016","11.3253"
"Close Ended","HDFC FMP 370D September 2013 (4)","124515","HDFC FMP 370D September 2013 (4) Series 28 - Direct - Growth","20 Oct, 2016","13.1676"
"Close Ended","HDFC FMP 370D September 2013 (4)","124517","HDFC FMP 370D September 2013 (4) Series 28 - Regular - Growth","23 Feb, 2016","12.4712"
"Close Ended","HDFC FMP 370D September 2013 (3)","124503","HDFC FMP 370D September 2013 (3)-Regular Option-Flexi Option","19 Nov, 2013","10.0000"
"Close Ended","HDFC FMP 370D September 2013 (3)","124507","HDFC FMP 370D September 2013 (3)-Direct Option-Quarterly Dividend Option","13 Jan, 2014","10.0884"
"Close Ended","HDFC FMP 370D September 2013 (3)","124510","HDFC FMP 370D September 2013 (3)-Regular Option-Quarterly Dividend Option","16 Sep, 2014","10.2092"
"Close Ended","HDFC FMP 370D September 2013 (3)","124504","HDFC FMP 370D September 2013 (3) Series 27 - Direct - Growth","20 Oct, 2016","13.1930"
"Close Ended","HDFC FMP 370D September 2013 (3)","124505","HDFC FMP 370D September 2013 (3) Series 27 - Regular - Growth","23 Feb, 2016","12.4294"
"Close Ended","HDFC FMP 370D September 2013 (3)","124506","HDFC FMP 370D September 2013 (3) Series 27 - Direct - Normal Dividend","20 Oct, 2016","11.9555"
"Close Ended","HDFC FMP 370D September 2013 (3)","124508","HDFC FMP 370D September 2013 (3) Series 27 - Direct - Flexi","23 Feb, 2016","12.5204"
"Close Ended","HDFC FMP 370D September 2013 (3)","124509","HDFC FMP 370D September 2013 (3) Series 27 - Regular - Normal Dividend","20 Oct, 2016","11.8808"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr I- 36M Sep 13","124349","HDFC CPO 36M September 2013 - Series I - Regular - Growth","17 Oct, 2016","12.6136"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr I- 36M Sep 13","124350","HDFC CPO 36M September 2013 - Series I - Direct - Growth","23 Feb, 2016","11.9897"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr I- 36M Sep 13","124351","HDFC CPO 36M September 2013 - Series I - Direct - Normal Dividend Payout","17 Oct, 2016","10.0131"
"Close Ended","HDFC Capital Protection Oriented Fund - Sr I- 36M Sep 13","124352","HDFC CPO 36M September 2013 - Series I - Regular - Normal Dividend Payout","23 Feb, 2016","11.8479"
"Close Ended","HDFC FMP 370D September 2013 (2)","124344","HDFC FMP 370D September 2013 (2)-Direct Option-Quarterly Dividend Option","19 Nov, 2013","10.0000"
"Close Ended","HDFC FMP 370D September 2013 (2)","124342","HDFC FMP 370D September 2013 (2)-Direct Option-Flexi Option","13 Jan, 2014","10.3873"
"Close Ended","HDFC FMP 370D September 2013 (2)","124348","HDFC FMP 370D September 2013 (2) Series 27 - Regular - Quarterly Dividend","23 Feb, 2016","10.1329"
"Close Ended","HDFC FMP 370D September 2013 (2)","124341","HDFC FMP 370D September 2013 (2) Series 27 - Direct - Normal Dividend","02 Jan, 2017","10.1759"
"Close Ended","HDFC FMP 370D September 2013 (2)","124343","HDFC FMP 370D September 2013 (2) Series 27 - Direct - Growth","31 Aug, 2017","13.9940"
"Close Ended","HDFC FMP 370D September 2013 (2)","124345","HDFC FMP 370D September 2013 (2) Series 27 - Regular - Normal Dividend","02 Jan, 2017","10.1755"
"Close Ended","HDFC FMP 370D September 2013 (2)","124347","HDFC FMP 370D September 2013 (2) Series 27 - Regular - Growth","31 Aug, 2017","13.9455"
"Close Ended","HDFC FMP 370D September 2013 (1)","124161","HDFC FMP 370D September 2013 (1)-Regular Option-Flexi Option","05 Sep, 2013","10.0000"
"Close Ended","HDFC FMP 370D September 2013 (1)","124164","HDFC FMP 370D September 2013 (1)-Direct Option-Flexi Option","16 Sep, 2014","10.0000"
"Close Ended","HDFC FMP 370D September 2013 (1)","124165","HDFC FMP 370D September 2013 (1)-Direct Option-Quarterly Dividend Option","13 Jan, 2014","10.1004"
"Close Ended","HDFC FMP 370D September 2013 (1)","124160","HDFC FMP 370D September 2013 (1) Series 27 - Regular - Quarterly Dividend","30 Sep, 2016","10.2029"
"Close Ended","HDFC FMP 370D September 2013 (1)","124163","HDFC FMP 370D September 2013 (1) Series 27 - Direct - Normal Dividend","30 Sep, 2016","11.9473"
"Close Ended","HDFC FMP 370D September 2013 (1)","124158","HDFC FMP 370D September 2013 (1) Series 27 - Regular - Growth","31 Aug, 2017","14.0020"
"Close Ended","HDFC FMP 370D September 2013 (1)","124159","HDFC FMP 370D September 2013 (1) Series 27 - Regular - Normal Dividend","02 Jan, 2017","10.1770"
"Close Ended","HDFC FMP 370D September 2013 (1)","124162","HDFC FMP 370D September 2013 (1) Series 27 - Direct - Growth","31 Aug, 2017","14.0508"
"Close Ended","HDFC FMP 370D August 2013 (4)","123955","HDFC FMP 370D August 2013 (4)-Regular Option-Flexi Option","16 Sep, 2014","10.0000"
"Close Ended","HDFC FMP 370D August 2013 (4)","123956","HDFC FMP 370D August 2013 (4)-Direct Option-Dividend Option","13 Jan, 2014","10.4690"
"Close Ended","HDFC FMP 370D August 2013 (4)","123957","HDFC FMP 370D August 2013 (4)-Direct Option-Quarterly Dividend Option","16 Sep, 2014","10.0000"
"Close Ended","HDFC FMP 370D August 2013 (4)","123954","HDFC FMP 370D August 2013 (4) Series 27 - Regular - Quarterly Dividend","23 Feb, 2016","10.1429"
"Close Ended","HDFC FMP 370D August 2013 (4)","123958","HDFC FMP 370D August 2013 (4) Series 27 - Direct - Flexi","03 Oct, 2016","13.2554"
"Close Ended","HDFC FMP 370D August 2013 (4)","123960","HDFC FMP 370D August 2013 (4) Series 27 - Regular - Normal Dividend","03 Oct, 2016","11.9500"
"Close Ended","HDFC FMP 370D August 2013 (4)","123959","HDFC FMP 370D Aug 2013 (4) Series 27 - Regular - Growth","31 Aug, 2017","14.0564"
"Close Ended","HDFC FMP 370D August 2013 (4)","123961","HDFC FMP 370D August 2013 (4) Series 27 - Direct - Growth","02 Jan, 2017","13.4956"
"Close Ended","HDFC FMP 1875D August 2013 (1)","123738","HDFC FMP 1875D August 2013 (1) Series 27 - Regular - Normal Dividend","22 Oct, 2018","10.0000"
"Close Ended","HDFC FMP 1875D August 2013 (1)","123735","HDFC FMP 1875D August 2013 (1) Series 27 - Direct - Normal Dividend","22 Oct, 2018","10.0000"
"Close Ended","HDFC FMP 1875D August 2013 (1)","123734","HDFC FMP 1875D August 2013 (1) Series 27 - Regular - Quarterly Dividend","22 Oct, 2018","10.0000"
"Close Ended","HDFC FMP 1875D August 2013 (1)","123737","HDFC FMP 1875D August 2013 (1) Series 27 - Direct - Quarterly Dividend","22 Oct, 2018","10.0000"
"Close Ended","HDFC FMP 1875D August 2013 (1)","123736","HDFC FMP 1875D August 2013 (1) Series 27 - Direct - Flexi","22 Oct, 2018","15.8678"
"Close Ended","HDFC FMP 1875D August 2013 (1)","123733","HDFC FMP 1875D August 2013 (1) Series 27 - Regular - Growth","22 Oct, 2018","15.5668"
"Close Ended","HDFC FMP 1875D August 2013 (1)","123732","HDFC FMP 1875D August 2013 (1) Series 27 - Direct - Growth","22 Oct, 2018","15.8678"
"Close Ended","HDFC FMP 370D August 2013 (3)","123620","HDFC FMP 370D August 2013 (3) - Direct Option - Flexi Option","29 Nov, 2013","10.0000"
"Close Ended","HDFC FMP 370D August 2013 (3)","123613","HDFC FMP 370D Aug 2013 (3) Series 27 - Direct - Quarterly Dividend","23 Feb, 2016","10.1417"
"Close Ended","HDFC FMP 370D August 2013 (3)","123614","HDFC FMP 370D August 2013 (3) Series 27 - Regular - Normal Dividend","07 Sep, 2016","11.9035"
"Close Ended","HDFC FMP 370D August 2013 (3)","123615","HDFC FMP 370D August 2013 (3) Series 27 - Regular - Flexi","23 Feb, 2016","12.5853"
"Close Ended","HDFC FMP 370D August 2013 (3)","123616","HDFC FMP 370D August 2013 (3) Series 27 - Regular - Quarterly Dividend","02 Jan, 2017","10.0468"
"Close Ended","HDFC FMP 370D August 2013 (3)","123617","HDFC FMP 370D August 2013 (3) Series 27 - Direct - Growth","31 Aug, 2017","14.1229"
"Close Ended","HDFC FMP 370D August 2013 (3)","123618","HDFC FMP 370D August 2013 (3) Series 27 - Direct - Normal Dividend","02 Jan, 2017","10.2392"
"Close Ended","HDFC FMP 370D August 2013 (3)","123619","HDFC FMP 370D Aug 2013 (3) Series 27 - Regular - Growth","31 Aug, 2017","14.0741"
"Close Ended","HDFC Capital Protection Oriented Fund - Series I","123534","HDFC CPO 36M August 2013 - Series I - Regular - Growth","23 Feb, 2016","12.1919"
"Close Ended","HDFC Capital Protection Oriented Fund - Series I","123535","HDFC CPO 36M August 2013 - Series I - Direct - Normal Dividend Payout","07 Sep, 2016","10.0018"
"Close Ended","HDFC Capital Protection Oriented Fund - Series I","123536","HDFC CPO 36M August 2013 - Series I - Regular - Normal Dividend Payout","23 Feb, 2016","12.1919"
"Close Ended","HDFC Capital Protection Oriented Fund - Series I","123537","HDFC CPO 36M August 2013 - Series I - Direct - Growth","07 Sep, 2016","13.1172"
"Close Ended","HDFC FMP 370D August 2013 (2)","123527","HDFC FMP 370D August 2013 (2) - Regular Option - Quarterly Dividend Option","20 Jun, 2014","10.2473"
"Close Ended","HDFC FMP 370D August 2013 (2)","123532","HDFC FMP 370D August 2013 (2) - Direct Option - Flexi Option","15 Jan, 2014","10.4822"
